SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,RACE_CODE_CD,SSL_SCORE_Rank
431,20-30,0,F,3,1,0,0,0.0,1,0,1261
431,20-30,2,M,2,0,1,0,-0.4,0,0,1261
431,20-30,0,M,1,2,1,3,0.4,1,0,1261
431,20-30,0,F,0,0,0,0,0.4,0,0,1261
431,20-30,2,M,2,0,1,0,0.5,0,0,1261
430,20-30,2,M,1,0,1,3,-1.1,0,0,1302
430,20-30,0,M,3,0,0,0,0.1,0,0,1302
430,20-30,1,M,2,2,1,3,0.2,0,0,1302
430,20-30,1,M,1,1,1,3,0.7,0,0,1302
430,20-30,2,M,1,1,1,1,0.2,0,0,1302
430,20-30,2,M,2,0,1,3,0.6,0,0,1302
430,20-30,0,M,2,1,1,1,-0.1,1,0,1302
430,20-30,2,M,2,1,1,2,-1.4,1,0,1302
430,20-30,2,M,1,2,1,1,0.7,1,0,1302
430,20-30,1,M,2,1,1,1,0.0,1,0,1302
430,20-30,2,M,2,0,1,2,0.6,0,0,1302
429,20-30,0,F,3,1,0,1,0.0,0,0,1353
429,20-30,1,M,2,1,1,4,0.6,0,0,1353
429,20-30,0,F,0,1,0,0,0.3,0,0,1353
429,20-30,1,M,1,2,1,3,-0.3,1,0,1353
429,20-30,1,M,1,1,1,3,0.3,1,0,1353
429,20-30,0,M,0,6,1,0,3.0,1,0,1353
429,20-30,1,M,1,0,1,2,-0.3,0,0,1353
429,20-30,0,M,0,0,1,6,0.7,0,0,1353
428,20-30,2,M,2,0,1,2,0.3,0,0,1404
428,20-30,0,F,0,0,0,5,-0.1,0,1,1404
428,20-30,2,M,2,1,1,3,-1.2,1,0,1404
428,20-30,2,M,2,0,1,3,0.1,0,0,1404
428,20-30,1,M,2,2,1,1,-0.5,0,0,1404
428,20-30,1,M,1,2,1,2,0.7,0,0,1404
428,20-30,0,F,1,0,0,1,0.0,0,0,1404
428,20-30,0,F,4,0,0,0,-0.2,0,0,1404
428,20-30,2,M,1,1,1,5,-2.9,0,0,1404
428,20-30,2,M,2,1,1,0,0.2,1,0,1404
428,20-30,0,M,0,1,1,12,-0.6,0,0,1404
428,20-30,2,M,2,0,1,1,-0.1,0,0,1404
428,20-30,0,M,0,1,0,0,-0.1,1,0,1404
428,20-30,1,M,3,1,1,2,-0.8,0,1,1404
428,20-30,0,M,2,2,1,0,-0.1,0,0,1404
427,20-30,2,M,2,0,1,3,-0.5,0,0,1448
427,20-30,1,M,0,2,1,3,-2.9,1,0,1448
427,20-30,1,M,2,3,1,0,-0.2,0,0,1448
427,20-30,2,M,2,0,1,6,1.0,0,0,1448
427,20-30,2,M,2,0,1,2,0.2,0,0,1448
427,20-30,1,M,2,0,1,3,0.9,0,0,1448
427,20-30,1,M,1,1,1,2,0.7,1,0,1448
427,20-30,1,M,1,1,1,9,-0.9,1,0,1448
427,20-30,2,M,2,0,1,2,-0.1,0,0,1448
427,20-30,2,M,2,0,1,0,-0.7,0,0,1448
427,20-30,2,M,2,1,0,0,-0.3,1,0,1448
427,20-30,2,M,1,1,1,2,-1.4,0,0,1448
427,20-30,1,M,3,0,0,0,0.3,0,0,1448
427,20-30,0,M,0,0,1,10,-0.2,0,0,1448
426,20-30,1,M,1,2,1,3,0.4,0,0,1496
426,20-30,1,M,1,0,1,2,-0.5,0,0,1496
426,20-30,2,M,1,1,1,0,0.3,1,0,1496
426,20-30,2,M,3,1,1,0,-0.3,0,0,1496
426,20-30,2,M,1,2,1,1,-0.8,2,0,1496
426,20-30,0,M,0,2,1,4,-0.7,2,0,1496
426,20-30,1,M,1,2,1,0,0.0,2,0,1496
426,20-30,2,M,2,1,1,2,0.0,0,0,1496
426,20-30,0,M,0,1,1,4,-1.0,1,0,1496
426,20-30,1,M,1,1,1,4,0.3,0,0,1496
426,20-30,1,M,1,2,1,0,0.6,2,0,1496
426,20-30,2,M,2,0,1,2,-0.1,0,0,1496
426,20-30,2,M,2,0,1,4,0.0,0,0,1496
426,20-30,1,M,2,1,1,0,0.1,1,0,1496
426,20-30,0,F,0,0,1,0,0.7,0,0,1496
426,20-30,1,M,1,2,1,0,0.6,1,0,1496
426,20-30,0,M,1,2,0,1,-0.3,1,0,1496
426,20-30,2,M,3,0,1,0,0.3,0,0,1496
426,20-30,2,M,2,0,1,6,-0.4,0,0,1496
426,20-30,2,M,2,0,1,1,-0.1,0,0,1496
426,20-30,1,M,0,3,1,0,-1.5,2,0,1496
425,20-30,1,M,0,2,1,2,0.3,0,0,1552
425,20-30,2,M,2,0,1,2,0.3,0,0,1552
425,20-30,1,M,1,2,1,3,1.2,2,0,1552
425,20-30,1,M,1,1,0,0,-0.1,1,0,1552
425,20-30,0,M,1,0,1,9,2.4,0,0,1552
425,20-30,1,M,2,1,1,5,-0.4,0,0,1552
425,20-30,1,M,1,2,1,6,-1.2,0,0,1552
425,20-30,0,F,2,2,0,0,0.4,1,0,1552
425,20-30,2,M,2,0,1,3,-1.7,0,0,1552
425,20-30,0,M,1,1,1,1,0.5,1,0,1552
425,20-30,0,F,0,0,0,0,0.1,0,0,1552
425,20-30,2,M,1,1,1,1,0.0,1,0,1552
425,20-30,2,M,1,2,1,0,0.0,1,0,1552
424,20-30,1,F,1,0,0,6,-2.0,0,0,1602
424,20-30,0,M,2,3,1,0,0.2,0,0,1602
424,20-30,1,M,1,0,1,2,-1.4,0,0,1602
424,20-30,0,M,2,1,1,0,0.6,1,0,1602
424,20-30,1,M,1,2,1,0,-0.6,2,0,1602
424,20-30,1,M,1,2,1,1,-1.0,0,0,1602
424,20-30,1,M,2,0,1,2,-0.4,0,0,1602
424,20-30,2,M,2,1,1,0,-0.4,0,0,1602
424,20-30,1,M,1,2,1,2,1.3,0,0,1602
424,20-30,0,M,0,2,1,2,0.5,0,0,1602
424,20-30,0,F,0,0,0,0,0.2,0,0,1602
424,20-30,2,M,0,2,1,0,-0.2,1,0,1602
423,20-30,1,M,0,2,1,7,-0.4,1,0,1648
423,20-30,1,M,2,0,1,5,0.6,0,0,1648
423,20-30,1,M,2,0,1,2,-0.6,0,0,1648
423,20-30,2,M,2,0,1,9,0.3,0,0,1648
423,20-30,0,M,0,1,1,7,1.1,1,0,1648
423,20-30,0,M,0,2,1,1,-0.7,2,0,1648
423,20-30,1,F,2,0,0,0,0.2,0,0,1648
423,20-30,2,M,0,1,1,1,1.3,0,0,1648
423,20-30,1,M,1,2,1,0,-0.8,0,0,1648
422,20-30,2,M,1,2,1,0,-0.5,2,0,1696
422,20-30,1,M,1,3,1,1,-0.1,0,0,1696
422,20-30,0,M,0,1,1,4,-2.1,0,0,1696
422,20-30,0,M,0,0,0,11,2.4,0,0,1696
422,20-30,2,M,1,2,1,2,-0.4,0,0,1696
422,20-30,0,M,1,1,1,0,0.1,0,0,1696
422,20-30,0,M,0,3,1,0,0.7,0,0,1696
422,20-30,0,F,3,0,0,0,0.6,0,0,1696
422,20-30,1,M,1,2,1,1,0.0,0,0,1696
422,20-30,1,M,1,2,1,1,-0.3,1,0,1696
422,20-30,1,M,0,0,1,10,-3.2,0,0,1696
422,20-30,1,M,1,1,1,4,1.2,0,0,1696
422,20-30,0,M,1,2,1,7,0.3,1,0,1696
422,20-30,1,M,1,1,1,7,0.2,0,0,1696
422,20-30,1,M,1,3,1,2,0.3,1,0,1696
422,20-30,1,M,1,1,1,5,-0.3,0,0,1696
421,20-30,1,M,1,2,1,0,-0.4,2,0,1755
421,20-30,1,M,1,2,1,3,0.2,1,0,1755
421,20-30,1,M,1,2,0,1,0.5,1,0,1755
421,20-30,0,F,3,1,0,0,0.6,1,0,1755
421,20-30,1,M,1,3,1,3,0.5,0,0,1755
421,20-30,1,F,1,0,0,0,0.4,0,0,1755
421,20-30,3,M,2,0,0,0,0.1,0,0,1755
421,20-30,1,M,1,1,1,0,0.1,0,0,1755
421,20-30,3,M,2,0,1,2,-0.6,0,0,1755
421,20-30,1,M,1,2,1,0,0.0,2,0,1755
421,20-30,0,M,0,10,0,0,-0.6,0,0,1755
421,20-30,1,M,1,0,1,0,0.9,0,0,1755
420,20-30,2,M,2,0,0,1,0.3,0,0,1824
420,20-30,2,M,1,2,1,4,-1.0,0,0,1824
420,20-30,1,M,1,2,1,0,0.0,2,0,1824
420,20-30,2,M,2,0,1,1,0.0,0,0,1824
420,20-30,1,M,1,0,1,8,0.1,0,0,1824
420,20-30,0,M,1,2,1,1,0.3,2,0,1824
420,20-30,1,M,1,2,1,0,0.0,1,0,1824
420,20-30,2,M,2,1,1,1,-0.1,0,0,1824
420,20-30,0,F,2,1,0,0,0.8,1,0,1824
420,20-30,2,M,2,1,1,0,-0.4,1,0,1824
420,20-30,1,M,2,0,1,3,-0.1,0,0,1824
420,20-30,0,M,0,2,1,5,-0.5,2,0,1824
420,20-30,1,M,2,2,0,0,0.2,0,0,1824
419,20-30,1,M,1,3,1,0,-0.4,2,0,1891
419,20-30,0,M,0,1,1,1,-0.4,1,0,1891
419,20-30,2,M,3,0,1,0,0.2,0,0,1891
419,20-30,2,M,1,0,1,2,-0.9,0,0,1891
419,20-30,0,M,0,0,1,13,1.3,0,0,1891
419,20-30,0,M,0,0,1,2,0.8,0,0,1891
419,20-30,1,M,1,0,1,11,-2.2,0,0,1891
419,20-30,1,M,1,1,1,0,0.3,1,0,1891
419,20-30,2,M,1,2,1,0,-0.9,1,0,1891
419,20-30,2,M,2,1,1,0,-0.8,1,0,1891
419,20-30,2,M,2,2,1,2,0.2,0,0,1891
419,20-30,1,M,1,2,1,0,0.5,0,0,1891
419,20-30,1,M,3,0,1,1,-0.2,0,0,1891
419,20-30,1,F,1,0,1,5,-0.4,0,0,1891
419,20-30,2,M,2,1,1,2,-0.3,0,0,1891
419,20-30,1,M,1,1,1,2,-0.2,0,0,1891
419,20-30,0,F,0,0,0,0,0.1,0,0,1891
419,20-30,0,M,0,0,0,3,1.1,0,0,1891
419,20-30,0,M,0,7,0,0,2.4,0,1,1891
419,20-30,0,M,0,4,1,2,0.3,2,0,1891
419,20-30,0,M,0,0,1,1,-1.5,0,0,1891
419,20-30,1,M,1,2,0,2,0.1,2,0,1891
418,20-30,0,M,0,1,1,11,-1.0,1,0,1961
418,20-30,0,M,0,0,1,27,-1.6,0,0,1961
418,20-30,1,M,2,2,1,1,-0.5,0,0,1961
418,20-30,1,M,1,0,1,1,0.2,0,0,1961
418,20-30,0,M,0,0,1,13,2.4,0,0,1961
418,20-30,2,M,2,1,0,0,0.3,0,0,1961
418,20-30,1,M,1,1,1,0,0.3,1,0,1961
418,20-30,1,M,3,0,1,0,0.1,0,0,1961
418,20-30,2,M,1,1,1,0,0.4,1,0,1961
418,20-30,1,M,2,0,1,0,-0.4,0,0,1961
418,20-30,1,M,1,3,1,0,-0.2,3,0,1961
418,20-30,0,M,0,2,1,0,1.0,0,0,1961
418,20-30,2,M,1,1,1,2,0.0,1,0,1961
417,20-30,2,M,0,2,1,0,1.1,1,0,2024
417,20-30,0,M,0,3,1,1,-2.3,2,0,2024
417,20-30,1,M,1,0,1,10,-0.2,0,0,2024
417,20-30,1,M,1,0,1,11,-0.9,0,0,2024
417,20-30,3,M,1,1,1,1,0.7,1,0,2024
417,20-30,2,M,2,0,1,3,-0.1,0,0,2024
417,20-30,2,M,2,1,1,0,-0.4,0,0,2024
417,20-30,0,F,1,1,0,0,2.1,0,0,2024
417,20-30,0,F,0,1,1,7,-3.1,0,0,2024
417,20-30,1,M,1,2,1,2,-0.8,2,0,2024
417,20-30,1,M,2,1,1,0,-0.4,0,0,2024
417,20-30,0,M,2,1,1,2,1.3,0,1,2024
417,20-30,1,M,1,2,1,2,-2.4,0,0,2024
417,20-30,0,M,0,0,1,27,-4.6,0,0,2024
417,20-30,1,F,1,1,0,0,0.1,0,0,2024
416,20-30,2,M,2,0,0,1,-0.1,0,0,2094
416,20-30,0,M,1,3,1,0,0.6,2,0,2094
416,20-30,2,M,2,0,1,2,1.2,0,0,2094
416,20-30,1,M,2,0,1,0,0.5,0,0,2094
416,20-30,1,M,1,2,1,1,0.3,1,0,2094
416,20-30,1,M,1,1,1,1,0.2,1,0,2094
416,20-30,0,F,0,0,0,1,0.0,0,0,2094
416,20-30,1,M,1,0,1,0,0.8,0,1,2094
416,20-30,1,M,1,2,0,0,0.3,2,0,2094
416,20-30,1,M,2,1,0,1,0.0,0,0,2094
416,20-30,1,M,0,0,1,18,0.7,0,0,2094
416,20-30,1,M,1,2,1,2,-0.4,2,0,2094
416,20-30,2,M,2,1,1,0,0.5,0,0,2094
416,20-30,1,M,2,0,1,0,0.1,0,0,2094
416,20-30,1,M,1,1,1,11,-1.5,0,0,2094
415,20-30,0,M,0,1,1,9,1.1,1,0,2168
415,20-30,0,M,1,3,1,0,0.7,0,0,2168
415,20-30,1,M,1,3,1,2,-2.3,1,0,2168
415,20-30,1,M,1,2,1,1,0.5,1,0,2168
415,20-30,1,M,1,2,1,2,1.3,1,0,2168
415,20-30,1,M,1,1,1,3,0.2,0,0,2168
415,20-30,1,M,1,2,1,4,-1.1,1,0,2168
415,20-30,2,M,2,0,1,1,-0.3,0,0,2168
415,20-30,1,M,1,0,1,4,0.5,0,0,2168
415,20-30,1,M,1,1,1,1,0.1,1,0,2168
415,20-30,0,M,0,0,0,1,-0.1,0,0,2168
415,20-30,0,M,0,0,0,1,-0.1,0,0,2168
415,20-30,1,M,1,2,1,0,0.3,0,0,2168
415,20-30,0,M,0,4,1,1,0.4,2,0,2168
415,20-30,0,M,0,2,1,2,-3.0,0,0,2168
415,20-30,2,M,2,0,0,1,-0.2,0,0,2168
414,20-30,2,M,1,1,1,0,0.1,0,0,2238
414,20-30,0,M,1,1,1,3,1.8,1,0,2238
414,20-30,1,M,2,1,1,1,0.2,0,0,2238
414,20-30,2,M,2,0,1,1,0.5,0,0,2238
414,20-30,2,M,2,1,1,2,-0.2,0,0,2238
414,20-30,2,M,2,0,0,1,-0.6,0,0,2238
414,20-30,1,M,2,1,1,2,0.2,0,0,2238
414,20-30,2,M,2,0,0,0,0.8,0,0,2238
414,20-30,1,F,1,0,0,0,0.3,0,0,2238
414,20-30,0,M,0,2,1,0,0.0,1,0,2238
414,20-30,2,M,3,0,1,0,0.1,0,0,2238
413,20-30,1,M,1,0,1,2,-0.5,0,0,2306
413,20-30,1,M,2,0,1,1,0.6,0,0,2306
413,20-30,1,M,1,3,0,0,0.1,0,0,2306
413,20-30,1,M,1,2,0,0,1.7,0,0,2306
413,20-30,1,M,1,1,1,2,-1.1,1,0,2306
413,20-30,0,M,2,1,1,3,1.0,0,0,2306
413,20-30,0,M,2,1,0,1,0.5,1,0,2306
413,20-30,0,M,1,2,1,0,0.3,0,0,2306
413,20-30,1,M,1,1,1,4,0.3,1,0,2306
413,20-30,2,M,2,1,1,0,0.0,0,0,2306
413,20-30,3,M,1,0,1,1,-0.4,0,0,2306
413,20-30,0,M,1,3,1,1,0.4,1,1,2306
412,20-30,2,M,2,0,1,1,0.1,0,0,2375
412,20-30,0,M,0,0,1,19,1.6,0,0,2375
