SSL_SCORE,PREDICTOR_RAT_AGE_AT_LATEST_ARREST,PREDICTOR_RAT_VICTIM_SHOOTING_INCIDENTS,SEX_CODE_CD,PREDICTOR_RAT_VICTIM_BATTERY_OR_ASSAULT,PREDICTOR_RAT_ARRESTS_VIOLENT_OFFENSES,PREDICTOR_RAT_GANG_AFFILIATION,PREDICTOR_RAT_NARCOTIC_ARRESTS,PREDICTOR_RAT_TREND_IN_CRIMINAL_ACTIVITY,PREDICTOR_RAT_UUW_ARRESTS,RACE_CODE_CD,SSL_SCORE_Rank
474,less than 20,0,M,0,3,1,1,-0.3,1,0,334
474,less than 20,2,M,2,2,1,2,0.2,0,0,334
473,less than 20,0,M,0,5,1,1,-1.6,1,0,343
473,less than 20,0,M,0,4,1,1,-2.1,1,0,343
473,less than 20,1,M,2,3,1,1,1.8,0,0,343
473,less than 20,0,M,0,4,1,0,0.4,0,0,343
473,less than 20,0,M,0,2,0,0,-1.0,1,0,343
473,less than 20,1,M,1,4,1,0,1.1,0,0,343
473,less than 20,1,M,1,4,1,2,-0.2,2,0,343
473,less than 20,0,M,0,0,0,0,-0.3,0,0,343
473,less than 20,0,M,0,4,1,9,3.7,0,0,343
472,less than 20,1,M,1,0,0,0,0.8,0,0,356
472,less than 20,0,M,0,6,1,0,2.7,0,0,356
472,less than 20,1,M,0,5,1,2,0.6,1,0,356
472,less than 20,1,M,1,1,0,3,1.1,1,0,356
472,less than 20,2,M,1,0,0,1,0.4,0,0,356
471,less than 20,0,M,0,2,0,0,-0.4,0,0,363
471,less than 20,1,M,2,0,1,0,-1.9,0,0,363
471,less than 20,1,M,1,1,1,6,1.2,1,0,363
471,less than 20,0,M,0,5,1,1,3.0,2,0,363
470,less than 20,1,M,1,2,1,13,-0.9,0,0,371
470,less than 20,0,M,1,4,0,0,3.3,0,0,371
470,less than 20,0,M,0,3,0,3,2.3,0,0,371
470,less than 20,0,M,0,7,0,4,0.4,2,0,371
470,less than 20,1,M,1,3,1,2,-1.4,0,0,371
469,less than 20,3,M,2,0,0,3,0.4,0,0,381
469,less than 20,0,M,0,7,1,0,-0.4,1,0,381
469,less than 20,0,M,0,4,1,1,2.0,1,0,381
469,less than 20,0,M,1,3,1,0,-1.4,0,0,381
469,less than 20,0,M,0,5,1,1,-0.5,0,0,381
469,less than 20,0,M,0,3,1,10,-1.0,1,0,381
469,less than 20,0,M,0,5,1,8,-0.8,1,0,381
469,less than 20,0,M,1,5,1,1,2.1,0,0,381
469,less than 20,1,M,1,3,1,0,-0.8,3,0,381
469,less than 20,0,F,1,2,0,1,0.3,0,0,381
469,less than 20,0,F,0,0,0,0,-0.3,0,0,381
469,less than 20,2,M,1,0,0,0,-0.2,0,0,381
469,less than 20,0,M,0,5,1,0,0.1,1,0,381
469,less than 20,1,M,1,2,1,2,-3.4,0,0,381
469,less than 20,0,M,0,4,1,1,-0.9,0,0,381
468,less than 20,0,M,0,2,1,0,-1.1,1,0,399
468,less than 20,1,M,3,2,1,0,-0.7,1,0,399
